"","Airport","Airline","Age","Gender","Nationality","TripPurpose","TripDuration","FlyingCompanion","ProvinceResidence","GroupTravel","NoTripsLastYear","Destination","DepartureTime","SeatClass","Airfare","NoTransport","ModeTransport","AccessCost","AccessTime","Occupation","Income"
"309","GMP","Korean",">50","2","1","Leisure",4,2,"1","2",1,"2","3","1",36,1,"5",4922,40,"9","80~150"
"310","GMP","Korean","<=50","2","1","Leisure",2,3,"1","2",3,"2","2","2",70,1,"1",4922,40,"9","150~200>"
"311","GMP","Korean","<=50","2","1","Business",7,1,"2","2",3,"1","2","1",42,1,"1",10000,40,"8","30~80"
"312","GMP","Korean","<=50","1","1","Leisure",7,0,"2","2",4,"2","3","2",64,2,"2",3300,20,"12","<=30"
"313","GMP","Foreign","<=50","2","2","Business",30,7,"2","2",6,"1","2","1",55,1,"1",4850,30,"3","0"
"314","GMP","Foreign","<=50","2","3","Business",99,1,"2","2",1,"2","2","1",53,1,"1",3300,20,"8","<=30"
"315","GMP","Korean","<=50","2","1","Leisure",3,7,"2","1",0,"3","1","1",45,2,"5",4850,41,"12","<=30"
"316","GMP","Korean","<=50","2","1","Leisure",3,2,"2","1",3,"3","1","1",64,2,"3",4850,5,"4","30~80"
"317","GMP","Korean","<=50","2","1","Leisure",3,7,"2","1",1,"3","1","1",45,2,"1",4850,30,"2","30~80"
"318","GMP","Korean","<=50","2","1","Leisure",3,7,"2","1",0,"3","1","1",45,2,"1",4850,30,"2","30~80"
"319","GMP","Korean","<=50","2","1","Leisure",3,7,"2","1",0,"3","1","1",45,2,"1",3300,20,"5","<=30"
"320","GMP","Korean","<=50","1","3","Leisure",10,1,"3","2",3,"2","2","1",70,1,"1",8620,60,"7","30~80"
"321","GMP","Korean","<=50","2","5","Business",3,3,"3","2",6,"2","2","1",35,1,"1",2000,25,"1","80~150"
"322","GMP","Korean","<=50","2","1","Leisure",30,0,"3","2",2,"1","2","1",33,1,"6",12000,90,"8","30~80"
"323","GMP","Korean","<=50","1","1","Leisure",4,0,"3","2",1,"2","3","1",50,1,"5",2000,40,"8","30~80"
"324","GMP","Korean","<=50","1","1","Business",100,1,"3","2",4,"1","2","1",40,1,"3",2800,4,"1","30~80"
"325","GMP","Foreign","<=50","1","1","Business",10,8,"3","2",2,"1","2","1",55,1,"1",12000,90,"2","30~80"
"326","GMP","Foreign","<=50","1","1","Leisure",6,2,"3","2",1,"3","2","1",35,1,"6",8800,7,"5","30~80"
"327","GMP","Foreign","<=50","2","1","Leisure",6,2,"3","2",1,"3","2","1",35,1,"6",8800,80,"9","30~80"
"328","GMP","Korean","<=50","2","2","Leisure",30,0,"3","2",4,"1","1","3",50,1,"5",1650,40,"12","0"
"329","GMP","Korean","<=50","2","3","Leisure",7,1,"3","2",0,"2","2","3",20,1,"6",5100,60,"2","<=30"
"330","GMP","Foreign","<=50","2","1","Business",90,0,"3","2",5,"2","2","1",50,1,"1",8620,60,"8","<=30"
"331","GMP","Korean","<=50","2","5","Leisure",3,2,"3","2",2,"3","1","1",45,1,"6",8620,30,"2","150~200>"
"332","GMP","Korean",">50","2","1","Leisure",3,13,"3","1",0,"1","2","1",48,1,"9",3000,120,"9","<=30"
"333","GMP","Korean",">50","2","1","Leisure",4,13,"3","1",1,"1","2","1",48,1,"9",3000,120,"9","<=30"
"334","GMP","Foreign","<=50","1","1","Business",5,1,"3","2",2,"2","3","1",60,1,"2",60000,30,"2","80~150"
"335","GMP","Korean","<=50","1","3","Business",3,0,"3","2",3,"2","2","1",25,2,"4",2000,30,"5","80~150"
"336","GMP","Korean","<=50","1","1","Business",9,2,"3","2",15,"1","2","2",48,1,"1",22667,30,"1","150~200>"
"337","GMP","Korean",">50","2","1","Leisure",5,2,"3","2",1,"2","2","1",20,1,"5",2000,60,"9","30~80"
"338","GMP","Korean","<=50","2","1","Leisure",21,0,"3","2",3,"2","3","1",50,2,"6",20000,150,"9","<=30"
"339","GMP","Korean",">50","2","1","Leisure",3,4,"3","2",1,"1","3","1",48,1,"5",2000,40,"9","80~150"
"340","GMP","Foreign","<=50","2","1","Leisure",4,1,"3","2",0,"2","2","1",45,1,"5",3950,40,"8","<=30"
"341","GMP","Korean",">50","2","1","Leisure",4,13,"3","1",0,"1","2","1",48,1,"1",3000,120,"9","30~80"
"342","GMP","Korean",">50","2","1","Leisure",44,2,"3","2",0,"1","2","1",53,1,"5",7400,64,"7","30~80"
"343","GMP","Korean",">50","2","1","Leisure",4,2,"3","2",0,"2","2","1",60,1,"6",6000,40,"9","<=30"
"344","GMP","Korean",">50","1","1","Leisure",4,2,"3","2",0,"2","2","1",60,1,"6",6000,40,"10","30~80"
"345","GMP","Korean",">50","1","1","Business",1,0,"3","2",30,"2","1","1",65,2,"2",7000,20,"2","150~200>"
"346","GMP","Foreign",">50","2","1","Leisure",5,2,"3","2",0,"2","2","1",32.5,1,"6",8000,50,"9","30~80"
"347","GMP","Foreign",">50","2","1","Leisure",5,1,"3","2",0,"2","2","1",45,2,"6",7400,64,"9","80~150"
"348","GMP","Foreign",">50","2","1","Leisure",5,2,"3","2",0,"2","2","1",32.5,2,"1",6025,20,"9","80~150"
"349","GMP","Korean",">50","1","1","Business",5,2,"3","2",2,"2","1","1",40,1,"6",6000,40,"2","30~80"
"350","GMP","Korean",">50","1","1","Leisure",3,5,"3","2",0,"2","2","1",50,1,"5",70,10,"2","30~80"
"351","GMP","Foreign",">50","2","1","Leisure",3,0,"3","2",3,"2","2","1",40,1,"6",10000,64,"9","30~80"
"352","GMP","Korean",">50","2","1","Leisure",4,13,"3","1",1,"1","2","1",48,1,"11",3000,120,"9","30~80"
"353","GMP","Korean","<=50","2","1","Leisure",4,4,"3","2",0,"3","1","3",60,2,"2",2200,64,"9","<=30"
"354","GMP","Korean",">50","2","1","Leisure",4,2,"3","1",1,"1","1","1",35,1,"2",10000,64,"7","80~150"
"355","GMP","Foreign",">50","1","1","Leisure",3,0,"3","2",3,"2","2","2",5,1,"5",3000,120,"11","30~80"
"356","GMP","Korean","<=50","1","2","Business",7,1,"3","2",15,"1","2","1",48,2,"2",6000,20,"1","80~150"
"357","GMP","Foreign","<=50","2","1","Leisure",4,2,"3","2",3,"2","2","1",45,1,"5",2000,25,"9","30~80"
"358","GMP","Foreign","<=50","2","1","Business",1,2,"3","2",2,"2","2","1",40,1,"1",8620,60,"3","30~80"
"359","GMP","Korean","<=50","2","1","Leisure",4,3,"3","2",2,"2","2","1",40,1,"1",12000,90,"11","30~80"
"360","GMP","Korean","<=50","2","1","Leisure",4,3,"3","1",1,"1","1","1",33,1,"1",7400,64,"9","30~80"
"361","GMP","Foreign","<=50","2","1","Business",3,4,"3","2",5,"2","2","2",45,1,"5",1100,20,"1","80~150"
"362","GMP","Korean","<=50","2","1","Leisure",3,3,"3","2",0,"3","1","1",40,1,"6",4000,40,"2","80~150"
"363","GMP","Foreign","<=50","1","1","Business",90,2,"3","2",3,"1","2","1",44,2,"4",15000,60,"12","0"
"364","GMP","Foreign","<=50","2","3","Leisure",3,2,"3","2",0,"2","2","1",40,1,"1",22667,30,"2","30~80"
"365","GMP","Korean","<=50","1","1","Business",7,2,"3","2",10,"2","2","1",36,1,"1",8620,60,"2","30~80"
"366","GMP","Korean","<=50","1","1","Business",7,2,"3","2",10,"2","2","2",36,1,"1",8620,60,"2","30~80"
"367","GMP","Foreign","<=50","2","1","Leisure",8,0,"3","2",0,"3","2","1",30,1,"1",3950,40,"8","150~200>"
"368","GMP","Korean","<=50","2","1","Business",99,0,"3","2",1,"1","2","1",37,1,"1",12000,90,"8","30~80"
"369","GMP","Foreign","<=50","1","1","Leisure",3,2,"3","2",0,"2","2","1",40,1,"1",22667,30,"6","30~80"
"370","GMP","Foreign","<=50","2","1","Leisure",10,0,"3","2",0,"1","1","1",55,1,"6",6000,60,"8","30~80"
"371","GMP","Korean","<=50","1","2","Leisure",4,5,"3","1",1,"1","2","1",35,1,"2",10000,20,"12","150~200>"
"372","GMP","Korean","<=50","1","1","Leisure",5,2,"3","2",0,"2","2","1",35,1,"6",6000,30,"8","<=30"
"373","GMP","Korean",">50","2","1","Leisure",5,13,"3","1",1,"1","2","1",48,1,"1",7400,64,"9","80~150"
"374","GMP","Korean",">50","2","1","Leisure",4,13,"3","1",0,"2","2","1",53,1,"4",15000,60,"9","80~150"
"375","GMP","Korean",">50","2","1","Leisure",2,1,"3","2",0,"2","3","1",45,1,"5",3000,120,"10","30~80"
"376","GMP","Korean","<=50","1","1","Business",90,1,"4","2",2,"1","2","1",30,1,"2",8400,80,"12","0"
"377","GMP","Korean",">50","1","1","Leisure",4,6,"4","2",1,"1","2","1",33,1,"2",11500,120,"12","30~80"
"378","GMP","Korean",">50","2","1","Leisure",4,6,"4","2",1,"1","2","1",33,2,"2",10000,20,"11","80~150"
"379","GMP","Korean","<=50","2","1","Leisure",4,6,"4","1",1,"1","2","1",33,2,"2",10000,20,"12","30~80"
"380","GMP","Korean","<=50","1","1","Business",6,0,"4","1",1,"1","2","1",33,2,"2",10000,20,"12","30~80"
"381","GMP","Foreign","<=50","1","1","Business",120,7,"5","2",6,"1","3","2",89,1,"1",25787,30,"2","150~200>"
"382","GMP","Korean",">50","2","1","Leisure",2,1,"5","2",2,"2","2","1",36,2,"8",60000,180,"11","30~80"
"383","GMP","Korean",">50","2","1","Leisure",4,4,"5","2",1,"3","1","3",60,3,"8",40000,305,"9","<=30"
"384","GMP","Korean","<=50","2","1","Leisure",4,20,"5","1",1,"2","2","1",60,1,"5",2000,50,"8","30~80"
"385","GMP","Korean","<=50","2","1","Leisure",5,0,"5","2",0,"1","2","1",48,1,"3",1150,305,"8","80~150"
"386","GMP","Korean",">50","2","1","Leisure",4,1,"6","1",0,"1","2","1",45.9,1,"1",23000,150,"9","<=30"
"387","GMP","Korean",">50","2","1","Leisure",5,20,"6","1",2,"2","2","2",60,1,"2",23000,40,"9","0"
"388","GMP","Korean",">50","1","1","Leisure",4,10,"6","1",0,"1","2","1",48,1,"1",23000,120,"10","<=30"
"389","GMP","Korean","<=50","1","1","Leisure",4,10,"6","1",0,"1","2","1",48,1,"1",23000,120,"2","30~80"
"390","GMP","Korean","<=50","2","1","Business",6,3,"6","2",2,"3","1","1",50,1,"6",23000,180,"12","30~80"
"391","GMP","Foreign",">50","1","5","Leisure",8,4,"7","2",6,"4","1","1",11,1,"6",20000,120,"1","80~150"
"392","GMP","Korean","<=50","2","1","Leisure",3,4,"7","1",0,"3","1","1",50,1,"4",15700,90,"5","30~80"
"393","GMP","Korean","<=50","2","1","Leisure",3,4,"7","1",1,"3","1","1",50,1,"6",15700,90,"7","30~80"
"394","GMP","Korean","<=50","2","1","Leisure",7,0,"8","2",4,"2","2","1",70,1,"1",28743,60,"12","150~200>"
"395","GMP","Korean",">50","2","1","Leisure",10,1,"8","2",5,"2","2","1",23,1,"2",17000,40,"9","<=30"
"396","GMP","Foreign","<=50","1","2","Business",50,0,"8","2",1,"1","3","1",30,1,"6",10000,40,"8","<=30"
"397","GMP","Foreign","<=50","2","5","Leisure",4,1,"8","2",3,"1","3","1",55,1,"3",5000,60,"8","80~150"
"398","GMP","Foreign","<=50","2","2","Leisure",5,2,"8","2",2,"1","3","1",86,1,"2",22800,60,"2","30~80"
"399","GMP","Korean",">50","2","1","Business",365,0,"8","2",2,"2","3","1",36,1,"2",20000,40,"9","0"
"400","GMP","Foreign","<=50","1","2","Business",4,0,"8","2",7,"1","3","1",87,1,"2",20600,30,"5","0"
"401","GMP","Korean","<=50","1","3","Business",4,1,"8","2",2,"2","3","1",70,1,"1",20314,90,"1","0"
"402","GMP","Foreign","<=50","2","2","Leisure",7,1,"8","2",0,"1","3","1",24,1,"5",2000,30,"2","30~80"
"403","GMP","Korean","<=50","2","1","Leisure",5,1,"8","2",5,"2","2","1",40,1,"2",23500,30,"9","80~150"
"404","GMP","Korean","<=50","1","1","Business",7,1,"8","2",1,"1","2","1",33,1,"1",28743,60,"12","0"
"405","GMP","Korean","<=50","1","5","Leisure",5,4,"8","2",5,"1","2","1",37,1,"2",14400,60,"6","0"
"406","GMP","Korean","<=50","1","1","Business",3,0,"8","2",10,"2","3","2",50,1,"2",50000,60,"5","80~150"
"407","GMP","Korean","<=50","1","1","Business",5,1,"8","2",3,"2","3","1",70,1,"8",25000,60,"2","80~150"
"408","GMP","Korean","<=50","1","3","Business",3,1,"8","2",15,"2","3","1",90,1,"2",27000,70,"1","80~150"
"409","GMP","Foreign","<=50","1","1","Business",7,4,"8","2",10,"1","3","1",78,2,"6",50300,50,"2","80~150"
"410","GMP","Korean","<=50","2","1","Business",365,0,"8","2",5,"1","2","1",48,1,"11",75000,60,"12","80~150"
"411","GMP","Korean","<=50","2","1","Leisure",4,1,"8","2",0,"2","2","1",53,1,"1",20314,40,"1","0"
"412","GMP","Foreign","<=50","1","1","Business",99,1,"8","2",5,"1","3","1",26,1,"2",23000,30,"2","80~150"
"413","GMP","Korean","<=50","2","1","Business",7,28,"8","2",12,"2","3","2",58,1,"1",20000,30,"7","150~200>"
"414","GMP","Korean",">50","1","3","Business",8,2,"8","2",2,"2","3","1",53,1,"3",10000,50,"5","80~150"
"415","GMP","Korean",">50","1","1","Business",365,1,"8","2",20,"1","2","2",100,1,"10",98000,50,"1","150~200>"
"416","GMP","Korean",">50","2","1","Business",5,0,"8","1",12,"2","2","1",19,1,"2",12000,20,"12","30~80"
"417","GMP","Foreign","<=50","1","3","Leisure",2,0,"8","2",1,"2","3","1",45,1,"5",2000,40,"2","80~150"
"418","GMP","Korean","<=50","2","3","Business",5,1,"8","2",1,"2","2","1",21,1,"6",9000,60,"2","0"
"419","GMP","Foreign","<=50","1","3","Business",30,0,"8","2",15,"2","3","1",200,1,"6",10000,180,"8","<=30"
"420","GMP","Foreign","<=50","2","2","Leisure",5,4,"8","2",1,"1","3","3",55,1,"5",3000,30,"2","0"
"421","GMP","Korean","<=50","2","1","Leisure",5,2,"8","2",2,"2","2","1",30,1,"1",15750,40,"10","30~80"
"422","GMP","Foreign","<=50","1","3","Business",3,0,"8","2",20,"2","3","1",45,1,"2",10000,30,"12","30~80"
"423","GMP","Foreign",">50","2","3","Leisure",3,2,"8","2",2,"2","3","1",40,1,"5",2000,30,"9","30~80"
"424","GMP","Korean","<=50","1","3","Business",7,0,"8","2",10,"2","3","1",18,2,"8",50000,120,"12","0"
"425","GMP","Foreign","<=50","2","2","Business",1,1,"8","2",0,"1","3","1",55,1,"2",28900,50,"2","30~80"
"426","GMP","Korean","<=50","2","4","Leisure",4,1,"8","2",0,"2","3","1",50,1,"2",15750,40,"11","<=30"
"427","GMP","Foreign","<=50","2","3","Leisure",3,2,"8","2",0,"2","3","1",40,2,"5",6650,20,"8","<=30"
"428","GMP","Foreign","<=50","2","3","Leisure",3,2,"8","2",0,"2","3","1",40,2,"5",6650,20,"8","<=30"
"429","GMP","Foreign","<=50","2","2","Leisure",6,4,"8","2",0,"1","3","1",55,1,"8",8000,180,"2","<=30"
"430","GMP","Foreign","<=50","2","2","Business",3,0,"8","2",0,"1","3","1",55,1,"8",8000,180,"2","<=30"
"431","GMP","Foreign",">50","1","3","Leisure",4,1,"8","2",1,"2","2","1",77,2,"5",1300,20,"3","30~80"
"432","GMP","Korean","<=50","1","3","Business",365,0,"8","2",2,"2","2","1",40,1,"10",15750,40,"2","30~80"
"433","GMP","Korean","<=50","1","2","Business",365,0,"8","2",10,"2","2","1",33,1,"5",28900,50,"5","80~150"
"434","GMP","Foreign","<=50","1","1","Business",7,1,"8","2",5,"1","2","1",33,1,"6",6000,180,"2","80~150"
"435","GMP","Korean","<=50","1","1","Leisure",3,4,"8","2",2,"3","1","1",39,1,"3",1100,50,"2","30~80"
"436","GMP","Foreign","<=50","2","3","Business",99,0,"8","2",2,"2","2","1",42,1,"1",15750,40,"9","30~80"
"437","GMP","Foreign","<=50","1","2","Leisure",4,3,"8","2",7,"1","3","1",20,1,"6",7000,50,"1","150~200>"
"438","GMP","Foreign","<=50","2","2","Leisure",4,3,"8","2",2,"1","3","1",20,1,"6",7000,50,"8","150~200>"
"439","GMP","Korean","<=50","1","1","Leisure",4,20,"8","1",1,"1","2","3",37,1,"3",7000,40,"6","30~80"
"440","GMP","Korean","<=50","1","2","Business",99,2,"8","2",4,"1","2","1",52,1,"2",20000,40,"8","0"
"441","GMP","Korean","<=50","2","2","Business",365,2,"8","2",2,"1","2","1",52,1,"2",20000,40,"3","30~80"
"442","GMP","Foreign","<=50","2","2","Leisure",3,3,"8","2",0,"1","3","1",55,2,"8",8000,180,"2","<=30"
"443","GMP","Foreign","<=50","2","2","Business",3,3,"8","2",0,"1","3","1",55,2,"8",8000,180,"2","<=30"
"444","GMP","Korean","<=50","1","2","Leisure",3,1,"8","2",1,"2","2","1",42,1,"5",28742,60,"8","<=30"
"445","GMP","Foreign","<=50","2","2","Leisure",4,2,"8","2",0,"1","3","1",55,2,"2",20314,10,"2","30~80"
"446","GMP","Foreign","<=50","1","3","Business",2,1,"8","2",0,"2","3","1",40,1,"2",50000,120,"2","30~80"
"447","GMP","Foreign","<=50","1","3","Business",1,1,"8","2",0,"2","3","1",40,1,"2",28900,50,"2","30~80"
"448","GMP","Foreign","<=50","1","3","Business",7,1,"8","2",1,"2","3","1",50,1,"2",28900,50,"2","0"
"449","GMP","Korean","<=50","1","3","Business",3,1,"8","2",0,"2","3","1",36,1,"2",15750,40,"2","150~200>"
"450","GMP","Korean","<=50","1","3","Leisure",2,1,"8","2",0,"2","3","1",36,1,"6",28743,60,"2","30~80"
"451","GMP","Korean","<=50","2","3","Leisure",3,1,"8","2",3,"2","3","1",36,1,"5",15750,40,"2","0"
"452","GMP","Korean","<=50","1","3","Leisure",5,1,"8","2",0,"2","2","1",53,2,"8",8000,180,"11","<=30"
"453","GMP","Foreign",">50","1","1","Leisure",365,1,"8","1",5,"2","2","1",45,1,"1",20314,15,"1","80~150"
"454","GMP","Foreign","<=50","2","3","Leisure",6,2,"8","2",2,"2","3","1",45,1,"5",15750,40,"8","80~150"
"455","GMP","Foreign","<=50","2","3","Leisure",4,1,"8","2",0,"2","3","1",45,1,"2",20314,45,"2","30~80"
"456","GMP","Foreign","<=50","2","3","Business",3,1,"8","2",3,"2","3","1",45,1,"1",28743,60,"5","30~80"
"457","GMP","Foreign","<=50","2","3","Leisure",5,2,"8","2",7,"2","3","1",45,1,"5",15750,40,"7","80~150"
"458","GMP","Foreign","<=50","2","3","Leisure",5,2,"8","2",1,"2","3","1",45,1,"5",15750,40,"9","80~150"
"459","GMP","Foreign","<=50","1","1","Business",8,3,"8","2",10,"1","3","1",62,1,"1",20314,45,"12","<=30"
"460","GMP","Foreign","<=50","2","1","Business",8,3,"8","2",6,"1","3","1",25,1,"1",20314,45,"5","80~150"
"461","GMP","Korean",">50","1","5","Business",28,1,"8","2",3,"2","3","1",53,2,"5",13013,30,"2","150~200>"
"462","GMP","Foreign",">50","1","3","Business",2,4,"8","2",15,"2","3","2",17,1,"2",30000,40,"1","150~200>"
