Airport,Airline,Age,Gender,Nationality,TripPurpose,TripDuration,FlyingCompanion,ProvinceResidence,GroupTravel,NoTripsLastYear,Destination,DepartureTime,SeatClass,Airfare,NoTransport,ModeTransport,AccessCost,AccessTime,Occupation,Income
GMP,Foreign,>50,2,1,Leisure,9,1,1,2,2,2,3,1,20,1,5,4000,60,9,3
GMP,Korean,<=50,1,1,Leisure,365,4,1,2,2,2,3,1,36,1,1,4922,40,8,7
GMP,Korean,>50,1,5,Business,3,4,1,2,4,2,2,1,35,1,2,15000,60,1,3
GMP,Korean,<=50,2,1,Leisure,3,1,1,2,4,2,2,1,50,1,1,4922,40,2,4
GMP,Korean,<=50,2,3,Leisure,99,2,1,2,3,2,3,1,35,1,2,14000,30,2,4
GMP,Korean,<=50,1,1,Business,2,2,1,2,3,2,3,1,53,1,2,20000,60,8,3
GMP,Korean,<=50,2,4,Leisure,99,2,1,2,4,2,3,1,36,1,2,23000,60,11,3
GMP,Korean,<=50,1,1,Leisure,7,0,1,2,1,2,3,1,30,1,5,1500,30,8,1
GMP,Korean,<=50,1,1,Business,7,1,1,2,2,2,3,1,40,1,5,1500,20,2,2
GMP,Korean,<=50,1,3,Leisure,5,1,1,2,2,2,3,1,40,1,5,1200,40,2,5
GMP,Korean,<=50,1,1,Business,7,1,1,2,6,1,2,1,42,1,1,10000,40,2,2
GMP,Korean,<=50,1,1,Business,3,0,1,2,2,2,2,1,53,1,2,12000,20,5,6
GMP,Korean,<=50,2,1,Leisure,3,11,1,2,0,2,2,1,36,1,1,5999,45,9,2
GMP,Korean,<=50,1,1,Leisure,3,3,1,2,4,3,1,1,30,1,3,1050,20,2,3
GMP,Korean,<=50,2,1,Business,2,0,1,1,1,1,1,1,50,1,5,1550,90,1,2
GMP,Korean,<=50,2,2,Leisure,7,1,1,2,1,1,2,1,34,1,5,1500,60,2,1
GMP,Korean,>50,1,1,Business,180,1,1,2,3,1,2,1,30,1,3,1000,60,2,2
GMP,Korean,>50,2,1,Leisure,3,3,1,2,1,3,1,1,30,1,3,4922,40,7,1
GMP,Foreign,>50,1,1,Business,90,1,1,2,2,2,2,2,60,1,1,4107,20,12,5
GMP,Korean,<=50,1,1,Business,1,1,1,2,4,2,1,1,40,1,1,7463,60,8,NA
GMP,Foreign,<=50,2,1,Leisure,4,1,1,2,3,2,2,1,45,2,1,4107,20,2,4
GMP,Foreign,>50,1,1,Business,1,7,1,1,0,2,2,1,66,1,2,5999,32,5,NA
GMP,Foreign,<=50,1,1,Business,3,0,1,2,20,1,2,1,55,1,1,4500,15,5,2
GMP,Foreign,<=50,2,1,Leisure,4,0,1,2,2,1,2,1,32,1,5,2000,20,4,2
GMP,Korean,<=50,2,1,Business,4,3,1,2,1,2,2,1,24,1,3,1500,40,5,1
GMP,Korean,<=50,1,1,Business,3,1,1,2,2,2,2,1,40,1,1,2000,90,8,3
GMP,Korean,<=50,1,1,Business,2,2,1,2,1,1,2,1,60,1,1,1150,50,1,5
GMP,Korean,<=50,2,1,Business,99,0,1,2,2,2,2,1,45,1,6,10000,60,8,4
GMP,Korean,<=50,1,1,Leisure,3,10,1,2,1,2,2,1,36,1,1,10000,60,2,2
GMP,Korean,<=50,2,1,Leisure,5,2,1,2,2,2,3,1,20,1,5,1775,90,8,2
GMP,Foreign,<=50,1,1,Leisure,5,0,1,2,0,2,3,1,33,1,8,4922,40,8,3
GMP,Foreign,<=50,1,1,Leisure,365,1,1,2,1,2,2,1,45,2,3,2667,10,8,1
GMP,Korean,>50,1,1,Leisure,4,1,1,2,2,2,2,1,30,1,1,8456,30,11,4
GMP,Foreign,>50,2,1,Leisure,4,2,1,2,2,1,2,1,55,1,5,4500,15,9,2
GMP,Foreign,>50,1,1,Business,30,0,1,2,3,2,2,1,40,1,6,2000,60,10,3
GMP,Korean,<=50,1,1,Business,2,1,1,2,5,2,2,1,53,1,5,1500,40,2,4
GMP,Foreign,>50,1,1,Leisure,3,2,1,2,0,2,2,1,50,1,2,15000,30,3,4
GMP,Foreign,>50,1,1,Business,7,1,1,2,4,1,2,1,40,1,6,6000,40,2,5
GMP,Korean,>50,2,1,Leisure,7,1,1,2,2,2,1,1,100,1,6,6000,30,10,5
GMP,Foreign,>50,2,1,Leisure,4,6,1,1,2,1,2,1,55,1,5,4107,20,9,2
GMP,Korean,>50,1,1,Business,4,2,1,2,1,2,2,1,40,1,3,7000,60,3,NA
GMP,Korean,<=50,2,1,Leisure,4,3,1,2,2,2,2,1,53,1,9,1775,90,9,2
GMP,Foreign,<=50,1,1,Leisure,3,2,1,2,0,2,2,1,40,2,2,4500,15,2,4
GMP,Foreign,<=50,2,1,Business,2,2,1,2,0,2,2,1,38,2,2,3500,10,9,4
GMP,Foreign,<=50,1,1,Leisure,3,2,1,2,0,2,2,1,40,2,5,1500,10,1,5
GMP,Korean,>50,1,1,Leisure,7,5,1,2,0,2,2,1,40,1,1,4922,40,2,4
GMP,Korean,>50,1,1,Business,2,3,1,2,4,1,2,2,48,1,1,7463,60,1,5
GMP,Korean,>50,1,1,Business,6,1,1,2,2,2,2,1,53,1,5,1150,30,10,2
GMP,Foreign,<=50,1,1,Leisure,3,1,1,2,2,2,2,1,30,1,2,7000,20,3,2
GMP,Foreign,<=50,2,1,Leisure,10,0,1,2,1,4,2,1,89,1,5,1150,50,2,1
GMP,Foreign,<=50,1,1,Leisure,8,1,1,2,2,1,2,1,120,1,1,12000,25,2,2
GMP,Korean,<=50,2,1,Leisure,4,1,1,2,4,3,4,1,34,1,2,12000,30,2,1
GMP,Korean,<=50,2,1,Leisure,4,7,1,1,0,1,1,1,48,1,1,4107,20,9,6
GMP,Korean,<=50,2,1,Business,7,2,1,2,3,2,1,1,40,1,6,10000,60,9,3
GMP,Foreign,<=50,2,1,Leisure,8,1,1,2,1,1,2,1,120,1,1,20000,40,2,5
GMP,Foreign,<=50,1,1,Business,140,0,1,2,1,1,1,1,52,1,1,5999,45,8,3
GMP,Korean,<=50,1,1,Leisure,3,4,1,2,3,3,1,1,39,1,5,1550,60,2,3
GMP,Korean,<=50,2,1,Leisure,3,4,1,2,2,3,1,1,40,1,5,1550,60,2,3
GMP,Foreign,<=50,1,1,Business,3,1,1,2,3,2,2,1,45,1,5,4922,40,2,2
GMP,Foreign,<=50,2,1,Business,14,0,1,2,3,2,2,2,42,1,1,5999,70,2,3
GMP,Foreign,<=50,2,2,Business,5,1,1,2,8,1,1,2,55,1,6,4000,20,1,6
GMP,Korean,<=50,2,1,Leisure,4,1,1,2,2,2,2,1,30,1,1,8456,30,4,4
GMP,Korean,<=50,1,3,Business,3,2,1,2,3,2,2,1,53,1,2,15000,30,5,4
GMP,Korean,<=50,1,3,Business,3,2,1,2,6,2,2,1,53,1,1,7463,60,5,5
GMP,Korean,>50,2,1,Leisure,3,14,1,1,1,1,2,1,44,1,1,8456,30,6,3
GMP,Korean,<=50,1,1,Leisure,4,14,1,1,0,1,2,1,48,2,2,4500,15,2,3
GMP,Korean,>50,2,1,Leisure,4,14,1,1,1,1,2,1,44,1,5,1300,40,7,4
GMP,Korean,>50,2,1,Leisure,4,14,1,1,2,1,2,1,45,1,1,8456,30,9,3
GMP,Korean,>50,2,1,Leisure,4,14,1,1,1,1,2,1,44,2,1,5999,5,9,2
GMP,Korean,<=50,2,1,Business,8,4,1,2,3,1,2,1,30,1,5,3000,10,8,6
GMP,Korean,<=50,2,3,Business,7,0,1,2,0,2,1,1,60,1,3,1150,40,8,5
GMP,Korean,<=50,2,2,Business,4,1,1,2,6,1,2,2,50,2,3,1200,20,1,4
GMP,Korean,<=50,1,1,Business,180,0,1,2,0,1,2,1,48,1,5,4922,40,8,3
GMP,Korean,<=50,2,1,Leisure,3,3,1,2,0,3,1,1,40,1,5,1350,60,2,5
GMP,Foreign,<=50,1,1,Leisure,5,1,1,2,0,2,2,1,40,1,5,8456,30,2,2
GMP,Foreign,>50,2,3,Business,365,2,1,2,6,2,2,1,40,1,5,4500,15,1,4
GMP,Korean,>50,2,1,Leisure,4,6,1,1,0,1,2,1,60,2,2,2667,10,12,NA
GMP,Korean,>50,2,1,Leisure,3,6,1,1,2,1,2,1,60,2,2,2667,10,11,2
GMP,Korean,>50,2,1,Leisure,10,7,1,1,0,1,2,1,60,2,2,2667,10,9,2
GMP,Foreign,>50,1,1,Business,6,1,1,2,2,1,3,1,55,1,5,8456,30,2,3
GMP,Korean,>50,2,1,Business,4,2,1,2,2,2,3,1,36,1,5,3000,30,9,3
GMP,Korean,>50,2,1,Leisure,4,2,1,2,1,2,3,1,36,1,5,4922,40,9,5
GMP,Korean,<=50,2,1,Leisure,2,3,1,2,3,2,2,2,70,1,1,4922,40,9,7
GMP,Korean,<=50,1,3,Business,4,34,2,1,2,2,3,1,30,1,5,1250,50,5,3
GMP,Korean,<=50,2,1,Business,7,1,2,2,3,1,2,1,42,1,1,10000,40,8,2
GMP,Korean,<=50,1,1,Leisure,7,0,2,2,4,2,3,2,64,2,2,3300,20,12,1
GMP,Foreign,<=50,2,2,Business,30,7,2,2,6,1,2,1,55,1,1,4850,30,3,NA
GMP,Foreign,<=50,2,3,Business,99,1,2,2,1,2,2,1,53,1,1,3300,20,8,1
GMP,Korean,<=50,2,1,Leisure,3,7,2,1,0,3,1,1,45,2,5,4850,41,12,1
GMP,Korean,<=50,2,1,Leisure,3,2,2,1,3,3,1,1,64,2,3,4850,5,4,3
GMP,Korean,<=50,2,1,Leisure,3,7,2,1,1,3,1,1,45,2,1,4850,30,2,2
GMP,Korean,<=50,2,1,Leisure,3,7,2,1,0,3,1,1,45,2,1,4850,30,2,2
GMP,Korean,<=50,2,1,Leisure,3,7,2,1,0,3,1,1,45,2,1,3300,20,5,1
GMP,Foreign,>50,1,1,Leisure,8,1,2,2,1,4,3,1,NA,2,2,4850,10,4,3
GMP,Korean,<=50,1,3,Leisure,10,1,3,2,3,2,2,1,70,1,1,8620,60,7,3
GMP,Korean,<=50,2,5,Business,3,3,3,2,6,2,2,1,35,1,1,2000,25,1,4
GMP,Korean,<=50,2,1,Leisure,30,0,3,2,2,1,2,1,33,1,6,12000,90,8,3
GMP,Korean,<=50,1,1,Leisure,4,0,3,2,1,2,3,1,50,1,5,2000,40,8,2
GMP,Korean,<=50,1,1,Business,100,1,3,2,4,1,2,1,40,1,3,2800,4,1,3
GMP,Foreign,<=50,1,1,Business,10,8,3,2,2,1,2,1,55,1,1,12000,90,2,3
GMP,Foreign,<=50,1,1,Leisure,6,2,3,2,1,3,2,1,35,1,6,8800,7,5,2
GMP,Foreign,<=50,2,1,Leisure,6,2,3,2,1,3,2,1,35,1,6,8800,80,9,2
GMP,Korean,<=50,2,2,Leisure,30,0,3,2,4,1,1,3,50,1,5,1650,40,12,NA
GMP,Korean,<=50,2,3,Leisure,7,1,3,2,0,2,2,3,20,1,6,5100,60,2,1
GMP,Foreign,<=50,2,1,Business,90,0,3,2,5,2,2,1,50,1,1,8620,60,8,1
GMP,Korean,<=50,2,5,Leisure,3,2,3,2,2,3,1,1,45,1,6,8620,30,2,7
GMP,Korean,>50,2,1,Leisure,3,13,3,1,0,1,2,1,48,1,9,3000,120,9,1
GMP,Korean,>50,2,1,Leisure,4,13,3,1,1,1,2,1,48,1,9,3000,120,9,1
GMP,Foreign,<=50,1,1,Business,5,1,3,2,2,2,3,1,60,1,2,60000,30,2,5
GMP,Korean,<=50,1,3,Business,3,0,3,2,3,2,2,1,25,2,4,2000,30,5,5
GMP,Korean,<=50,1,1,Business,9,2,3,2,15,1,2,2,48,1,1,22667,30,1,6
GMP,Korean,>50,2,1,Leisure,5,2,3,2,1,2,2,1,20,1,5,2000,60,9,3
GMP,Korean,<=50,2,1,Leisure,21,0,3,2,3,2,3,1,50,2,6,20000,150,9,1
GMP,Korean,>50,2,1,Leisure,3,4,3,2,1,1,3,1,48,1,5,2000,40,9,4
GMP,Foreign,<=50,2,1,Leisure,4,1,3,2,0,2,2,1,45,1,5,3950,40,8,1
GMP,Korean,>50,2,1,Leisure,4,13,3,1,0,1,2,1,48,1,1,3000,120,9,2
GMP,Korean,>50,2,1,Leisure,44,2,3,2,0,1,2,1,53,1,5,7400,64,7,2
GMP,Korean,>50,2,1,Leisure,4,2,3,2,0,2,2,1,60,1,6,6000,40,9,1
GMP,Korean,>50,1,1,Leisure,4,2,3,2,0,2,2,1,60,1,6,6000,40,10,2
GMP,Korean,>50,1,1,Business,1,0,3,2,30,2,1,1,65,2,2,7000,20,2,6
GMP,Foreign,>50,2,1,Leisure,5,2,3,2,0,2,2,1,32.5,1,6,8000,50,9,3
GMP,Foreign,>50,2,1,Leisure,5,1,3,2,0,2,2,1,45,2,6,7400,64,9,4
GMP,Foreign,>50,2,1,Leisure,5,2,3,2,0,2,2,1,32.5,2,1,6025,20,9,4
GMP,Korean,>50,1,1,Business,5,2,3,2,2,2,1,1,40,1,6,6000,40,2,2
GMP,Korean,>50,1,1,Leisure,3,5,3,2,0,2,2,1,50,1,5,70,10,2,3
GMP,Foreign,>50,2,1,Leisure,3,0,3,2,3,2,2,1,40,1,6,10000,64,9,2
GMP,Korean,>50,2,1,Leisure,4,13,3,1,1,1,2,1,48,1,11,3000,120,9,2
GMP,Korean,<=50,2,1,Leisure,4,4,3,2,0,3,1,3,60,2,2,2200,64,9,1
GMP,Korean,>50,2,1,Leisure,4,2,3,1,1,1,1,1,35,1,2,10000,64,7,4
GMP,Foreign,>50,1,1,Leisure,3,0,3,2,3,2,2,2,5,1,5,3000,120,11,2
GMP,Korean,<=50,1,2,Business,7,1,3,2,15,1,2,1,48,2,2,6000,20,1,5
GMP,Foreign,<=50,2,1,Leisure,4,2,3,2,3,2,2,1,45,1,5,2000,25,9,2
GMP,Foreign,<=50,2,1,Business,1,2,3,2,2,2,2,1,40,1,1,8620,60,3,3
GMP,Korean,<=50,2,1,Leisure,4,3,3,2,2,2,2,1,40,1,1,12000,90,11,3
GMP,Korean,<=50,2,1,Leisure,4,3,3,1,1,1,1,1,33,1,1,7400,64,9,3
GMP,Foreign,<=50,2,1,Business,3,4,3,2,5,2,2,2,45,1,5,1100,20,1,4
GMP,Korean,<=50,2,1,Leisure,3,3,3,2,0,3,1,1,40,1,6,4000,40,2,4
GMP,Foreign,<=50,1,1,Business,90,2,3,2,3,1,2,1,44,2,4,15000,60,12,NA
GMP,Foreign,<=50,2,3,Leisure,3,2,3,2,0,2,2,1,40,1,1,22667,30,2,2
GMP,Korean,<=50,1,1,Business,7,2,3,2,10,2,2,1,36,1,1,8620,60,2,2
GMP,Korean,<=50,1,1,Business,7,2,3,2,10,2,2,2,36,1,1,8620,60,2,2
GMP,Foreign,<=50,2,1,Leisure,8,0,3,2,0,3,2,1,30,1,1,3950,40,8,6
GMP,Korean,<=50,2,1,Business,99,0,3,2,1,1,2,1,37,1,1,12000,90,8,3
GMP,Foreign,<=50,1,1,Leisure,3,2,3,2,0,2,2,1,40,1,1,22667,30,6,2
GMP,Foreign,<=50,2,1,Leisure,10,0,3,2,0,1,1,1,55,1,6,6000,60,8,3
GMP,Korean,<=50,1,2,Leisure,4,5,3,1,1,1,2,1,35,1,2,10000,20,12,6
GMP,Korean,<=50,1,1,Leisure,5,2,3,2,0,2,2,1,35,1,6,6000,30,8,1
GMP,Korean,>50,2,1,Leisure,5,13,3,1,1,1,2,1,48,1,1,7400,64,9,4
GMP,Korean,>50,2,1,Leisure,4,13,3,1,0,2,2,1,53,1,4,15000,60,9,4
GMP,Korean,>50,2,1,Leisure,2,1,3,2,0,2,3,1,45,1,5,3000,120,10,2
GMP,Korean,<=50,1,1,Business,90,1,4,2,2,1,2,1,30,1,2,8400,80,12,NA
GMP,Korean,>50,1,1,Leisure,4,6,4,2,1,1,2,1,33,1,2,11500,120,12,2
GMP,Korean,>50,2,1,Leisure,4,6,4,2,1,1,2,1,33,2,2,10000,20,11,4
GMP,Korean,<=50,2,1,Leisure,4,6,4,1,1,1,2,1,33,2,2,10000,20,12,2
GMP,Korean,<=50,1,1,Business,6,0,4,1,1,1,2,1,33,2,2,10000,20,12,2
GMP,Foreign,<=50,1,1,Business,120,7,5,2,6,1,3,2,89,1,1,25787,30,2,6
GMP,Korean,>50,2,1,Leisure,2,1,5,2,2,2,2,1,36,2,8,60000,180,11,2
GMP,Korean,>50,2,1,Leisure,4,4,5,2,1,3,1,3,60,3,8,40000,305,9,1
GMP,Korean,<=50,2,1,Leisure,4,20,5,1,1,2,2,1,60,1,5,2000,50,8,3
GMP,Korean,<=50,2,1,Leisure,5,0,5,2,0,1,2,1,48,1,3,1150,305,8,4
GMP,Korean,>50,2,1,Leisure,4,1,6,1,0,1,2,1,45.9,1,1,23000,150,9,1
GMP,Korean,>50,2,1,Leisure,5,20,6,1,2,2,2,2,60,1,2,23000,40,9,NA
GMP,Korean,>50,1,1,Leisure,4,10,6,1,0,1,2,1,48,1,1,23000,120,10,1
GMP,Korean,<=50,1,1,Leisure,4,10,6,1,0,1,2,1,48,1,1,23000,120,2,3
GMP,Korean,<=50,2,1,Business,6,3,6,2,2,3,1,1,50,1,6,23000,180,12,2
GMP,Foreign,>50,1,5,Leisure,8,4,7,2,6,4,1,1,11,1,6,20000,120,1,5
GMP,Korean,<=50,2,1,Leisure,3,4,7,1,0,3,1,1,50,1,4,15700,90,5,2
GMP,Korean,<=50,2,1,Leisure,3,4,7,1,1,3,1,1,50,1,6,15700,90,7,2
GMP,Korean,<=50,2,1,Leisure,7,0,8,2,4,2,2,1,70,1,1,28743,60,12,7
GMP,Korean,>50,2,1,Leisure,10,1,8,2,5,2,2,1,23,1,2,17000,40,9,1
GMP,Foreign,<=50,1,2,Business,50,0,8,2,1,1,3,1,30,1,6,10000,40,8,1
GMP,Foreign,<=50,2,5,Leisure,4,1,8,2,3,1,3,1,55,1,3,5000,60,8,4
GMP,Foreign,<=50,2,2,Leisure,5,2,8,2,2,1,3,1,86,1,2,22800,60,2,3
GMP,Korean,>50,2,1,Business,365,0,8,2,2,2,3,1,36,1,2,20000,40,9,NA
GMP,Foreign,<=50,1,2,Business,4,0,8,2,7,1,3,1,87,1,2,20600,30,5,NA
GMP,Korean,<=50,1,3,Business,4,1,8,2,2,2,3,1,70,1,1,20314,90,1,NA
GMP,Foreign,<=50,2,2,Leisure,7,1,8,2,0,1,3,1,24,1,5,2000,30,2,3
GMP,Korean,<=50,2,1,Leisure,5,1,8,2,5,2,2,1,40,1,2,23500,30,9,5
GMP,Korean,<=50,1,1,Business,7,1,8,2,1,1,2,1,33,1,1,28743,60,12,NA
GMP,Korean,<=50,1,5,Leisure,5,4,8,2,5,1,2,1,37,1,2,14400,60,6,NA
GMP,Korean,<=50,1,1,Business,3,0,8,2,10,2,3,2,50,1,2,50000,60,5,5
GMP,Korean,<=50,1,1,Business,5,1,8,2,3,2,3,1,70,1,8,25000,60,2,4
GMP,Korean,<=50,1,3,Business,3,1,8,2,15,2,3,1,90,1,2,27000,70,1,5
GMP,Korean,>50,2,1,Leisure,35,0,8,2,1,4,1,1,NA,1,1,6650,20,3,4
GMP,Foreign,<=50,1,1,Business,7,4,8,2,10,1,3,1,78,2,6,50300,50,2,4
GMP,Korean,<=50,2,1,Business,365,0,8,2,5,1,2,1,48,1,11,75000,60,12,4
GMP,Korean,<=50,2,1,Leisure,4,1,8,2,0,2,2,1,53,1,1,20314,40,1,NA
GMP,Foreign,<=50,1,1,Business,99,1,8,2,5,1,3,1,26,1,2,23000,30,2,4
GMP,Korean,<=50,2,1,Business,7,28,8,2,12,2,3,2,58,1,1,20000,30,7,6
GMP,Korean,>50,1,3,Business,8,2,8,2,2,2,3,1,53,1,3,10000,50,5,4
GMP,Korean,>50,1,1,Business,365,1,8,2,20,1,2,2,100,1,10,98000,50,1,7
GMP,Korean,>50,2,1,Business,5,0,8,1,12,2,2,1,19,1,2,12000,20,12,2
GMP,Foreign,<=50,1,3,Leisure,2,0,8,2,1,2,3,1,45,1,5,2000,40,2,4
GMP,Korean,<=50,2,3,Business,5,1,8,2,1,2,2,1,21,1,6,9000,60,2,NA
GMP,Foreign,<=50,1,3,Business,30,0,8,2,15,2,3,1,200,1,6,10000,180,8,1
GMP,Foreign,<=50,2,2,Leisure,5,4,8,2,1,1,3,3,55,1,5,3000,30,2,NA
GMP,Korean,<=50,2,1,Leisure,5,2,8,2,2,2,2,1,30,1,1,15750,40,10,3
GMP,Foreign,<=50,1,3,Business,3,0,8,2,20,2,3,1,45,1,2,10000,30,12,2
GMP,Foreign,>50,2,3,Leisure,3,2,8,2,2,2,3,1,40,1,5,2000,30,9,2
GMP,Korean,<=50,1,3,Business,7,0,8,2,10,2,3,1,18,2,8,50000,120,12,NA
GMP,Foreign,<=50,2,2,Business,1,1,8,2,0,1,3,1,55,1,2,28900,50,2,2
GMP,Korean,<=50,2,4,Leisure,4,1,8,2,0,2,3,1,50,1,2,15750,40,11,1
GMP,Foreign,<=50,2,3,Leisure,3,2,8,2,0,2,3,1,40,2,5,6650,20,8,1
GMP,Foreign,<=50,2,3,Leisure,3,2,8,2,0,2,3,1,40,2,5,6650,20,8,1
GMP,Foreign,<=50,2,2,Leisure,6,4,8,2,0,1,3,1,55,1,8,8000,180,2,1
GMP,Foreign,<=50,2,2,Business,3,0,8,2,0,1,3,1,55,1,8,8000,180,2,1
GMP,Foreign,>50,1,3,Leisure,4,1,8,2,1,2,2,1,77,2,5,1300,20,3,2
GMP,Korean,<=50,1,3,Business,365,0,8,2,2,2,2,1,40,1,10,15750,40,2,2
GMP,Korean,<=50,1,2,Business,365,0,8,2,10,2,2,1,33,1,5,28900,50,5,4
GMP,Foreign,<=50,1,1,Business,7,1,8,2,5,1,2,1,33,1,6,6000,180,2,4
GMP,Korean,<=50,1,1,Leisure,3,4,8,2,2,3,1,1,39,1,3,1100,50,2,2
GMP,Foreign,<=50,2,3,Business,99,0,8,2,2,2,2,1,42,1,1,15750,40,9,3
GMP,Foreign,<=50,1,2,Leisure,4,3,8,2,7,1,3,1,20,1,6,7000,50,1,6
GMP,Foreign,<=50,2,2,Leisure,4,3,8,2,2,1,3,1,20,1,6,7000,50,8,6
GMP,Korean,<=50,1,1,Leisure,4,20,8,1,1,1,2,3,37,1,3,7000,40,6,2
GMP,Korean,<=50,1,2,Business,99,2,8,2,4,1,2,1,52,1,2,20000,40,8,NA
GMP,Korean,<=50,2,2,Business,365,2,8,2,2,1,2,1,52,1,2,20000,40,3,2
GMP,Foreign,<=50,2,2,Leisure,3,3,8,2,0,1,3,1,55,2,8,8000,180,2,1
GMP,Foreign,<=50,2,2,Business,3,3,8,2,0,1,3,1,55,2,8,8000,180,2,1
GMP,Korean,<=50,1,2,Leisure,3,1,8,2,1,2,2,1,42,1,5,28742,60,8,1
GMP,Foreign,<=50,2,2,Leisure,4,2,8,2,0,1,3,1,55,2,2,20314,10,2,3
GMP,Foreign,<=50,1,3,Business,2,1,8,2,0,2,3,1,40,1,2,50000,120,2,2
GMP,Foreign,<=50,1,3,Business,1,1,8,2,0,2,3,1,40,1,2,28900,50,2,3
GMP,Foreign,<=50,1,3,Business,7,1,8,2,1,2,3,1,50,1,2,28900,50,2,NA
GMP,Korean,<=50,1,3,Business,3,1,8,2,0,2,3,1,36,1,2,15750,40,2,7
GMP,Korean,<=50,1,3,Leisure,2,1,8,2,0,2,3,1,36,1,6,28743,60,2,3
GMP,Korean,<=50,2,3,Leisure,3,1,8,2,3,2,3,1,36,1,5,15750,40,2,NA
GMP,Korean,<=50,1,3,Leisure,5,1,8,2,0,2,2,1,53,2,8,8000,180,11,1
GMP,Foreign,>50,1,1,Leisure,365,1,8,1,5,2,2,1,45,1,1,20314,15,1,5
GMP,Foreign,<=50,2,3,Leisure,6,2,8,2,2,2,3,1,45,1,5,15750,40,8,4
GMP,Foreign,<=50,2,3,Leisure,4,1,8,2,0,2,3,1,45,1,2,20314,45,2,2
GMP,Foreign,<=50,2,3,Business,3,1,8,2,3,2,3,1,45,1,1,28743,60,5,3
GMP,Foreign,<=50,2,3,Leisure,5,2,8,2,7,2,3,1,45,1,5,15750,40,7,4
GMP,Foreign,<=50,2,3,Leisure,5,2,8,2,1,2,3,1,45,1,5,15750,40,9,4
GMP,Foreign,<=50,1,1,Business,8,3,8,2,10,1,3,1,62,1,1,20314,45,12,1
GMP,Foreign,<=50,2,1,Business,8,3,8,2,6,1,3,1,25,1,1,20314,45,5,5
GMP,Korean,>50,1,5,Business,28,1,8,2,3,2,3,1,53,2,5,13013,30,2,7
GMP,Foreign,>50,1,3,Business,2,4,8,2,15,2,3,2,17,1,2,30000,40,1,7
